No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Company,Industry,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Industry,Country,Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
3051,HMST,"HomeStreet, Inc.",Financial,Savings & Loans,USA,715.56,11.44,9.73,1.14,3.42,1.07,7.6,,,0.00%,2.34,19.30%,16.05%,-3.50%,10.00%,21.50%,-77.00%,28.20%,"HomeStreet, Inc.",Savings & Loans,25.35,1.80%,-1.97%,86.40%,21.83%,6.02%,3.31,1.00%,10.10%,19.00%,,,0.2,0.2,,84.00%,27.80%,2.88%,-8.39%,-6.79%,Savings & Loans,USA,38.74%,-15.35%,0.05,0.81,2.19%,3.15%,0.74%,-9.28%,5.92%,-20.62%,6.96%,-20.62%,42.74%,40.33,0.38%,-0.19%,2.4,460.54,0.7,26.75,0.19%,323083,1/23/2017 16:30
3052,HMSY,HMS Holdings Corp.,Services,Business Services,USA,1579.3,45.1,23.28,3.02,3.18,2.78,9.21,23.57,,0.00%,0.41,75.50%,7.08%,-10.00%,14.92%,9.40%,103.70%,5.20%,HMS Holdings Corp.,Business Services,83.66,1.30%,-5.95%,,-1.59%,1.60%,2.96,4.10%,6.50%,4.50%,4.9,4.9,0.35,0.35,28.90%,10.80%,7.10%,0.81%,3.78%,7.36%,Business Services,USA,62.07%,2.81%,0.99,0.41,2.23%,2.23%,2.34%,1.86%,-3.09%,-1.69%,6.26%,-22.21%,64.93%,56.6,-0.16%,0.21%,1.6,454.1,1.25,18.67,0.05%,569382,2/24/2017 8:30
3053,HMTV,"Hemisphere Media Group, Inc.",Services,CATV Systems,USA,483.51,28.45,21.62,,3.57,1.76,3.21,21.21,,0.00%,0.4,26.60%,15.38%,-14.50%,,18.90%,66.90%,5.10%,"Hemisphere Media Group, Inc.",CATV Systems,18.26,6.00%,0.00%,57.50%,5.65%,3.12%,8.87,3.20%,6.30%,5.20%,7.7,7.7,0.81,0.81,68.80%,28.40%,12.60%,0.00%,0.00%,-5.02%,CATV Systems,USA,-15.93%,1.34%,0.45,0.24,1.59%,2.06%,0.00%,-0.54%,-4.08%,-6.39%,5.58%,-19.79%,9.66%,48.44,-0.44%,0.00%,1.3,64.31,0.43,11.35,-0.44%,27572,3/13/2017 8:30
3054,HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,South Africa,1266.4,5.69,5.56,,0.85,0.51,13.57,4.32,1.44%,0.00%,0.49,120.40%,-3.85%,59.70%,0.00%,61.70%,146.00%,155.60%,Harmony Gold Mining Company Limited,Gold,435.41,15.10%,0.00%,47.90%,0.36%,0.87%,0.65,7.80%,10.40%,3.20%,2.4,1.6,0.05,0.05,13.70%,20.40%,15.00%,1.09%,12.10%,6.11%,Gold,South Africa,6.82%,25.79%,-1.71,0.13,4.80%,4.60%,5.18%,16.05%,-13.89%,-7.02%,49.46%,-42.31%,49.46%,59.01,-4.14%,-2.68%,2.7,5882.45,1.17,2.78,-6.71%,6905250,2/2/2017 8:30
3055,HNH,Handy & Harman Ltd.,Industrial Goods,Industrial Equipment & Components,USA,320.66,28.48,,,0.42,1.6,11.97,4.97,,0.00%,0.88,21.20%,,70.20%,,3.70%,74.30%,27.40%,Handy & Harman Ltd.,Industrial Equipment & Components,11.38,4.00%,-4.67%,87.50%,0.43%,0.20%,3.04,1.40%,5.40%,9.80%,2.3,1.4,1.56,1.58,27.20%,5.20%,1.30%,-6.68%,-7.20%,9.35%,Industrial Equipment & Components,USA,49.61%,-1.57%,1.54,0.98,2.61%,4.03%,-8.14%,-6.22%,1.67%,-15.74%,3.07%,-15.86%,50.06%,35.53,-4.37%,0.38%,,7.44,0.8,25.15,-4.01%,5990,3/3/2017 16:30
3056,HNI,HNI Corporation,Consumer Goods,Business Equipment,USA,2051.47,24.54,13.68,2.73,0.93,4.09,53.15,30.39,2.39%,56.60%,1.88,-18.90%,14.70%,13.30%,9.00%,3.70%,-66.50%,-2.60%,HNI Corporation,Business Equipment,43.83,1.20%,-7.82%,68.90%,-1.15%,1.94%,3.8,6.40%,17.00%,12.60%,1,0.7,0.36,0.44,37.90%,6.10%,3.90%,-3.31%,-6.87%,-6.88%,Business Equipment,USA,40.00%,-17.58%,1.46,1.48,2.65%,2.94%,-5.61%,-11.25%,-4.21%,-19.06%,3.85%,-19.06%,49.81%,35.22,0.37%,-0.28%,2.5,223.77,1.04,46.09,0.09%,232495,2/8/2017 16:30
3057,HNNA,"Hennessy Advisors, Inc.",Financial,Asset Management,USA,143.62,9.84,,,2.78,3.46,35.03,33.4,1.22%,11.90%,2.82,46.10%,,67.50%,,46.40%,4.20%,0.80%,"Hennessy Advisors, Inc.",Asset Management,2.79,42.80%,-1.16%,18.50%,2.35%,1.08%,3.65,17.60%,40.90%,22.90%,1.4,1.4,0.61,0.72,82.80%,46.20%,28.20%,3.70%,-6.97%,-13.62%,Asset Management,USA,8.43%,-12.50%,1.26,0.98,2.80%,3.81%,-1.14%,-7.87%,-15.95%,-16.91%,7.88%,-29.67%,14.13%,43.14,-1.73%,0.82%,,8.25,0.65,27.78,-0.93%,5388,1/26/2017
3058,HNP,"Huaneng Power International, Inc.",Utilities,Electric Utilities,China,14990.26,6.5,13.19,0.5,0.89,0.86,,5.83,10.44%,64.40%,4.26,23.40%,-43.55%,27.80%,13.10%,4.20%,-16.10%,-21.30%,"Huaneng Power International, Inc.",Electric Utilities,104.51,,,1.90%,-2.32%,0.08%,1.11,3.60%,13.90%,9.20%,0.3,0.2,0.99,1.96,97.20%,21.10%,9.40%,5.29%,6.38%,15.95%,Electric Utilities,China,-13.17%,6.34%,0.64,0.39,1.48%,1.07%,5.02%,6.81%,8.77%,-2.54%,12.79%,-26.73%,21.21%,66.69,0.62%,-0.83%,3.5,76.16,0.61,27.69,-0.22%,46639,1/26/2017
3059,HNR,Harvest Natural Resources Inc.,Basic Materials,Independent Oil & Gas,USA,72.42,,,,,18.74,28.97,,,,-8.32,52.60%,,-56.90%,,,-77.90%,,Harvest Natural Resources Inc.,Independent Oil & Gas,9.3,5.80%,0.00%,33.30%,132.78%,9.69%,7.79,-246.10%,-567.30%,,0.3,0.3,0,0,,,,0.92%,0.92%,45.45%,Independent Oil & Gas,USA,1238.78%,6.15%,0.3,0.13,1.18%,1.97%,0.21%,5.05%,164.81%,-3.39%,21.48%,-3.39%,1461.90%,59.2,-0.30%,0.30%,2,115.7,0.08,6.56,0.00%,9504,3/29/2017 8:30
3060,HNRG,Hallador Energy Company,Basic Materials,Nonmetallic Mineral Mining,USA,275.37,16.31,29.84,,1,1.22,18.99,11.92,1.73%,28.20%,0.57,98.20%,-53.73%,-2.80%,,21.40%,-16.30%,-19.80%,Hallador Energy Company,Nonmetallic Mineral Mining,26.79,15.40%,-4.39%,62.10%,3.82%,0.71%,1.58,3.10%,7.70%,8.00%,1.5,0.9,0.93,1.05,30.90%,13.20%,6.00%,-2.12%,6.94%,10.51%,Nonmetallic Mineral Mining,USA,101.53%,1.76%,-0.2,0.33,3.04%,3.75%,-2.06%,0.16%,30.63%,-6.28%,9.86%,-11.06%,134.18%,47.48,-1.39%,-0.32%,1,119.32,0.34,9.25,-1.70%,40446,3/10/2017 16:30
3061,HNW,Pioneer Diversified High Income Trust,Financial,Asset Management,USA,,,,,,0.97,,,,,-0.27,,,0.00%,,,,,Pioneer Diversified High Income Trust,Asset Management,,,,,,,0.12,,,,,,,,,,,0.09%,1.02%,7.45%,Asset Management,USA,28.33%,1.34%,,0.1,0.76%,0.57%,-0.14%,1.11%,4.86%,-1.10%,5.53%,-1.10%,28.89%,54.53,0.06%,-0.25%,,26.7,0.49,16.12,-0.19%,13090,
3062,HOFT,Hooker Furniture Corporation,Consumer Goods,Home Furnishings & Fixtures,USA,380.89,20.46,13.26,1.2,0.82,2.04,8.84,12.57,1.45%,24.70%,1.62,28.30%,29.53%,37.80%,17.00%,2.80%,31.20%,122.50%,Hooker Furniture Corporation,Home Furnishings & Fixtures,11.22,1.10%,-3.73%,88.40%,3.20%,1.62%,1.72,6.90%,10.40%,10.20%,3.4,2.1,0.23,0.26,22.40%,6.20%,4.00%,0.76%,-3.35%,23.42%,Home Furnishings & Fixtures,USA,13.46%,-12.65%,0.79,0.85,2.74%,2.37%,0.20%,-3.49%,23.18%,-16.08%,17.53%,-16.08%,65.28%,48.3,0.30%,0.30%,1,105.6,0.61,33.15,0.61%,64172,3/8/2017 8:30
3063,HOG,"Harley-Davidson, Inc.",Consumer Goods,Recreational Vehicles,USA,10054.75,14.95,13.4,1.61,1.68,5.24,13.13,15.1,2.56%,36.60%,3.81,3.80%,10.05%,10.40%,9.30%,2.50%,19.50%,-5.90%,"Harley-Davidson, Inc.",Recreational Vehicles,175.63,0.10%,-57.72%,90.90%,-5.83%,8.86%,8.03,6.80%,35.40%,8.20%,1.3,1.2,2.43,3.55,38.80%,17.50%,11.50%,-0.08%,-1.61%,-0.10%,Recreational Vehicles,USA,39.23%,-1.79%,0.86,1.04,1.44%,1.99%,-0.82%,-2.26%,8.78%,-7.18%,4.65%,-7.58%,45.72%,45.92,0.92%,-0.02%,2.8,1938.35,0.55,56.93,0.90%,1068019,1/31/2017 8:30
3064,HOLD,AdvisorShares Sage Core Reserves ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.98%,,,,,,,,,,AdvisorShares Sage Core Reserves ETF,Exchange Traded Fund,,,,,,,1.12,,,,,,,,,,,0.23%,0.13%,0.14%,Exchange Traded Fund,USA,0.82%,0.27%,,0.09,0.00%,0.01%,0.25%,0.17%,0.17%,-4.44%,1.27%,-4.44%,1.27%,54.48,0.00%,0.07%,,3.46,0,99.61,0.07%,11,
3065,HOLI,"HollySys Automation Technologies, Ltd.",Industrial Goods,Industrial Electrical Equipment,China,1029.17,9.55,9.49,,1.97,1.53,3.94,19.98,1.15%,0.00%,1.83,22.70%,21.99%,21.20%,-0.65%,15.70%,-28.90%,-17.30%,"HollySys Automation Technologies, Ltd.",Industrial Electrical Equipment,41.32,40.50%,0.00%,69.40%,8.25%,2.24%,2.1,11.10%,16.70%,14.80%,2.7,2.6,0.04,0.05,35.80%,20.90%,21.00%,-2.30%,-2.19%,-5.43%,Industrial Electrical Equipment,China,-5.43%,-4.91%,1.44,0.59,3.83%,3.07%,0.55%,-4.14%,-9.12%,-15.15%,7.46%,-26.01%,11.03%,46.81,2.65%,-1.28%,2.6,441.39,0.69,17.42,1.34%,305015,2/14/2017 16:30
3066,HOLX,"Hologic, Inc.",Healthcare,Medical Appliances & Equipment,USA,11146.52,34.19,19.08,3.92,3.88,5,17.25,16.18,,0.00%,1.17,154.30%,9.11%,14.20%,8.72%,9.60%,4.70%,5.60%,"Hologic, Inc.",Medical Appliances & Equipment,278.57,0.40%,-8.93%,99.60%,0.60%,1.67%,1.87,4.50%,15.70%,8.40%,1.8,1.6,1.17,1.49,55.30%,19.60%,11.60%,0.18%,1.01%,6.72%,Medical Appliances & Equipment,USA,15.98%,-0.30%,1.1,0.75,2.04%,1.70%,0.57%,0.26%,6.45%,-3.01%,5.93%,-3.01%,22.55%,52.08,1.37%,-0.18%,1.9,2489.11,1.17,40,1.19%,2924249,2/1/2017 16:30
3067,HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial,Money Center Banks,USA,3949.97,22.25,17.86,4.45,9.05,2.97,18.1,,1.29%,27.10%,1.26,24.90%,13.62%,22.20%,5.00%,20.50%,29.70%,4.50%,"Home Bancshares, Inc. (Conway, AR)",Money Center Banks,123.36,5.50%,-13.74%,64.60%,3.48%,5.47%,11.7,1.80%,13.90%,20.30%,,,0.05,0.05,,88.70%,40.60%,3.28%,8.63%,9.82%,Money Center Banks,USA,43.94%,1.20%,1.14,0.64,1.85%,2.13%,3.89%,2.76%,21.78%,-1.81%,9.22%,-1.81%,54.60%,59.41,0.25%,-0.64%,2.6,576.84,0.57,28.01,-0.39%,326271,1/19/2017 8:30
3068,HOME,At Home Group Inc.,Consumer Goods,REIT - Retail,USA,964.69,15.58,19.91,0.39,1.35,1.82,125.28,20.4,,0.00%,1.01,919.40%,37.80%,,39.73%,,82.90%,22.50%,At Home Group Inc.,REIT - Retail,57.55,0.10%,0.00%,99.10%,1.01%,1.66%,5.11,5.30%,14.40%,4.50%,1,0.1,0.6,0.78,32.20%,8.40%,8.30%,-0.51%,5.07%,40.50%,REIT - Retail,USA,,7.66%,,0.65,3.68%,4.32%,1.33%,5.83%,13.22%,-5.63%,18.42%,-7.46%,54.56%,54.46,-1.07%,-0.38%,1.8,187.02,0.61,15.75,-1.44%,113594,3/7/2017 8:30
3069,HOML,UBS ETRACS M Rst 2xLvg ISE Excly Hbs ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,UBS ETRACS M Rst 2xLvg ISE Excly Hbs ETN,Exchange Traded Fund,,,,,,,0.04,,,,,,,,,,,-0.71%,9.28%,16.91%,Exchange Traded Fund,USA,87.20%,4.70%,,0.47,1.72%,1.09%,-0.47%,2.48%,12.19%,-5.12%,9.85%,-5.12%,89.73%,53.19,1.20%,-1.84%,,2.85,1.35,25.31,-0.67%,3858,
3070,HON,Honeywell International Inc.,Industrial Goods,Diversified Machinery,USA,94939.63,20.06,16.26,2.89,2.42,4.9,9.62,38.16,2.14%,38.90%,6.21,2.70%,8.78%,21.50%,6.94%,1.50%,-12.40%,0.00%,Honeywell International Inc.,Diversified Machinery,759.38,0.17%,-0.75%,76.50%,-0.97%,0.43%,1,9.20%,25.50%,13.80%,1.4,1.1,0.63,0.81,30.90%,16.40%,12.20%,2.22%,5.64%,10.95%,Diversified Machinery,USA,18.69%,7.52%,0.95,1.21,1.01%,1.01%,3.93%,5.48%,8.78%,0.07%,10.56%,0.07%,25.03%,81.17,0.52%,-0.19%,1.8,3256.96,0.83,124.56,0.32%,2718703,1/27/2017 8:30
3071,HOPE,"Hope Bancorp, Inc.",Financial,Regional - Pacific Banks,USA,2917.02,19.43,14.5,1.94,6.91,1.58,5.79,,2.22%,40.40%,1.11,-5.30%,10.68%,15.50%,10.00%,21.10%,4.30%,63.10%,"Hope Bancorp, Inc.",Regional - Pacific Banks,131.18,1.60%,0.00%,80.90%,0.10%,1.35%,2.71,1.00%,8.10%,14.20%,,,0.05,0.05,,84.00%,27.00%,2.80%,2.67%,13.72%,Regional - Pacific Banks,USA,59.62%,-0.62%,1.26,0.56,1.95%,2.69%,1.96%,0.79%,23.23%,-5.37%,7.72%,-5.37%,63.61%,55.16,0.46%,-0.19%,2.5,655.07,0.77,21.63,0.28%,502924,1/24/2017 16:30
3072,HOS,"Hornbeck Offshore Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,172.79,,,,0.77,0.12,,,,,-1.76,-195.70%,15.80%,-69.40%,,-7.50%,-610.10%,-52.80%,"Hornbeck Offshore Services, Inc.",Oil & Gas Equipment & Services,32.28,1.70%,0.00%,99.10%,-8.07%,24.39%,6.25,,,,,,,,41.30%,-28.60%,-28.50%,-32.37%,-32.66%,-8.81%,Oil & Gas Equipment & Services,USA,-28.64%,-35.46%,1.61,0.63,11.67%,8.41%,-34.04%,-36.67%,-32.98%,-48.62%,2.19%,-64.10%,55.33%,28.77,-2.10%,0.21%,2.8,1260.09,2.02,4.66,-1.89%,2542558,2/15/2017 16:30
3073,HOTR,"Chanticleer Holdings, Inc.",Services,Restaurants,USA,9.66,,,,0.22,0.66,9.66,,,,-0.27,1.20%,30.80%,-11.00%,,215.20%,66.10%,18.30%,"Chanticleer Holdings, Inc.",Restaurants,21.45,1.80%,5.95%,5.90%,6.76%,2.98%,6.46,-22.90%,-49.60%,-39.10%,0.1,0.1,0.02,0.69,12.70%,-6.00%,-19.80%,12.82%,18.92%,-20.00%,Restaurants,USA,-42.11%,4.76%,1.65,0.04,8.59%,11.58%,12.73%,5.61%,-7.67%,-51.11%,41.75%,-54.64%,41.75%,58.9,-2.20%,4.63%,1,98.93,1.02,0.44,2.33%,101403,3/1/2017 8:30
3074,HOV,"Hovnanian Enterprises, Inc.",Industrial Goods,Residential Construction,USA,339.5,,11.5,,0.12,,0.98,0.89,,,-0.02,82.60%,163.16%,63.20%,,19.40%,-13.00%,16.10%,"Hovnanian Enterprises, Inc.",Residential Construction,119.71,0.70%,0.00%,30.10%,1.34%,7.35%,4.2,-0.10%,1.00%,8.00%,,,,,14.40%,4.90%,-0.10%,-1.29%,9.00%,30.68%,Residential Construction,USA,61.97%,-15.75%,1.91,0.11,3.24%,4.26%,-1.22%,-8.35%,19.70%,-22.30%,12.75%,-22.30%,66.67%,41.18,0.00%,-0.43%,3.8,2095.25,0.33,2.3,-0.43%,689594,3/8/2017 8:30
3075,HP,"Helmerich & Payne, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,7435.56,,323.51,,4.94,1.65,8.53,,4.10%,,-0.97,-113.20%,117.20%,-16.30%,12.00%,-8.60%,-324.10%,-24.40%,"Helmerich & Payne, Inc.",Oil & Gas Drilling & Exploration,105.63,1.10%,-17.25%,99.50%,-4.41%,16.99%,9.45,,,-0.10%,5,4.6,0.11,0,42.20%,,,-1.40%,-11.28%,4.57%,Oil & Gas Drilling & Exploration,USA,38.31%,-10.91%,1.15,2.02,2.13%,2.93%,-4.42%,-9.97%,3.73%,-19.61%,3.24%,-19.61%,45.48%,36.99,0.31%,-0.64%,3.1,1899.55,0.72,68.26,-0.34%,1371167,1/26/2017 8:30
3076,HPE,Hewlett Packard Enterprise Company,Technology,Diversified Computer Systems,USA,40504.98,13.3,11.83,11.3,0.81,1.31,2.55,31.04,0.98%,12.30%,1.83,35.50%,0.98%,,1.18%,-4.30%,-78.30%,-7.20%,Hewlett Packard Enterprise Company,Diversified Computer Systems,1658.84,0.10%,-30.49%,82.00%,-0.30%,1.61%,2.62,4.00%,10.00%,6.80%,1.3,1.2,0.4,0.51,29.20%,8.30%,6.30%,1.71%,7.16%,3.97%,Diversified Computer Systems,USA,80.59%,5.45%,,0.38,1.14%,1.78%,4.72%,4.22%,14.67%,-1.31%,11.72%,-1.31%,99.56%,66.76,0.62%,-0.33%,2.3,10178.88,0.74,24.4,0.29%,7577591,2/23/2017 16:30
3077,HPF,John Hancock Preferred Income Fund II,Financial,Closed-End Fund - Debt,USA,,7.87,,,,0.93,,,,,2.68,,,0.00%,,,,,John Hancock Preferred Income Fund II,Closed-End Fund - Debt,,,,,,,0.25,,,,,,,,,,,-0.05%,2.62%,8.35%,Closed-End Fund - Debt,USA,16.47%,5.41%,,0.14,0.62%,0.65%,1.13%,3.92%,0.82%,-0.61%,9.57%,-5.71%,18.65%,70.03,0.62%,-0.19%,,52.03,0.43,21.06,0.43%,22210,
3078,HPI,John Hancock Preferred Income Fund,Financial,Closed-End Fund - Debt,USA,,15.88,,,,0.97,,,,,1.32,,,0.00%,,,,,John Hancock Preferred Income Fund,Closed-End Fund - Debt,,,,,,,0.44,,,,,,,,,,,-0.19%,1.78%,7.44%,Closed-End Fund - Debt,USA,11.40%,4.39%,,0.15,0.76%,0.70%,0.46%,2.90%,-0.01%,-0.85%,8.99%,-6.31%,13.35%,64.04,0.91%,-0.24%,,61.51,0.54,20.96,0.67%,32980,
3079,HPJ,"Highpower International, Inc.",Industrial Goods,Industrial Electrical Equipment,China,35.5,7.71,,,0.22,0.78,,29.59,,0.00%,0.3,38.80%,,-10.40%,,7.00%,40.30%,43.90%,"Highpower International, Inc.",Industrial Electrical Equipment,8.97,40.75%,0.00%,8.30%,4.23%,0.63%,1.4,3.20%,10.60%,2.70%,0.9,0.7,0,1.27,21.40%,2.70%,2.90%,6.59%,9.07%,-13.15%,Industrial Electrical Equipment,China,5.63%,-0.21%,2.05,0.13,6.01%,5.61%,3.65%,0.62%,-0.62%,-17.57%,17.25%,-35.58%,42.12%,54.1,1.96%,-2.13%,1,40.49,2.1,2.35,-0.21%,85117,3/23/2017 16:30
3080,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5205.72,159.2,121.42,15.92,8.14,1.45,62.72,,2.23%,352.50%,0.23,229.20%,29.96%,20.40%,10.00%,36.80%,341.70%,8.10%,"Hudson Pacific Properties, Inc.",REIT - Office,143.68,1.50%,-95.42%,,15.66%,1.54%,1.41,0.40%,1.20%,1.50%,,,0.87,0.87,64.20%,14.00%,4.30%,0.48%,0.53%,10.74%,REIT - Office,USA,51.98%,2.99%,0.68,0.53,1.31%,1.58%,0.97%,2.48%,11.25%,-2.26%,8.41%,-2.26%,57.99%,58.39,0.67%,-0.08%,1.7,1572.55,0.8,35.82,0.59%,1251153,2/16/2017 8:30
3081,HPQ,HP Inc.,Technology,Diversified Computer Systems,USA,27150.73,10.42,9.65,,0.56,,4.32,14,3.32%,34.40%,1.53,-24.50%,4.03%,-14.40%,-0.06%,-17.60%,-64.40%,2.00%,HP Inc.,Diversified Computer Systems,1693.64,0.10%,-14.50%,80.70%,-0.20%,2.17%,3.14,9.30%,-57.00%,83.30%,1,0.7,,,18.70%,7.40%,5.20%,1.46%,7.34%,1.81%,Diversified Computer Systems,USA,60.49%,7.48%,1.61,0.32,1.88%,2.14%,4.16%,4.85%,12.69%,-2.80%,10.76%,-2.80%,67.81%,68.42,0.44%,-0.25%,2.5,11748.91,1.34,15.95,0.19%,15793512,2/22/2017 16:30
3082,HPS,John Hancock Preferred Income Fund III,Financial,Closed-End Fund - Debt,USA,,17.82,,,,0.97,,,,,1.03,,,0.00%,,,,,John Hancock Preferred Income Fund III,Closed-End Fund - Debt,,,,,,,0.32,,,,,,,,,,,-0.27%,1.83%,9.14%,Closed-End Fund - Debt,USA,9.63%,4.83%,,0.14,0.69%,0.73%,0.72%,3.41%,0.91%,-0.90%,9.46%,-5.94%,15.25%,63,0.71%,-0.16%,,86.93,0.5,18.35,0.55%,43392,
3083,HPT,Hospitality Properties Trust,Financial,REIT - Retail,USA,5315.84,40.8,19.38,8.16,2.61,1.74,559.56,,6.42%,259.10%,0.78,-18.10%,30.16%,74.00%,5.00%,12.10%,-19.80%,6.20%,Hospitality Properties Trust,REIT - Retail,161.67,0.10%,0.00%,81.10%,-0.29%,2.40%,4.97,1.80%,4.60%,5.10%,,,1.09,1.09,41.20%,14.80%,5.90%,0.41%,2.85%,10.00%,REIT - Retail,USA,35.92%,0.13%,1.15,0.5,1.79%,1.50%,0.91%,1.87%,8.34%,-2.40%,8.02%,-2.40%,40.39%,54.75,-1.79%,0.00%,2,782.12,1.61,31.78,-1.79%,1256963,3/1/2017 8:30
3084,HQCL,"Hanwha Q CELLS Co., Ltd.  - Ame",Technology,Semiconductor - Specialized,South Korea,738.67,4.27,28.52,,0.29,1.54,2.9,,,0.00%,2.07,100.80%,-82.78%,-65.30%,,-24.90%,-20.40%,65.70%,"Hanwha Q CELLS Co., Ltd.  - Ame",Semiconductor - Specialized,0.85,14.20%,0.00%,1.60%,12.92%,98.52%,19.68,6.80%,41.80%,8.20%,1.3,0.9,1.67,2.54,20.90%,10.40%,6.70%,10.50%,8.20%,-1.56%,Semiconductor - Specialized,South Korea,-41.15%,8.33%,2.16,0.36,4.32%,4.46%,9.10%,7.24%,-20.19%,-3.91%,17.87%,-51.29%,17.87%,65.8,0.68%,-1.13%,3,42.31,0.95,8.84,-0.45%,40221,3/27/2017 8:30
3085,HQH,Tekla Healthcare Investors,Financial,Closed-End Fund - Equity,USA,924.29,,,,181.23,0.99,,,8.31%,,-5.96,-58.40%,,27.10%,,3.90%,-194.10%,130.00%,Tekla Healthcare Investors,Closed-End Fund - Equity,38.19,,,20.00%,3.80%,0.03%,0.06,-20.90%,-21.00%,-0.70%,,,0,0,,,,1.43%,7.17%,2.23%,Closed-End Fund - Equity,USA,13.94%,13.91%,1.66,0.34,1.43%,1.40%,4.22%,7.35%,3.59%,-1.59%,15.50%,-8.49%,23.42%,67.92,-0.25%,-0.29%,,188.77,0.58,24.07,-0.54%,108686,
3086,HQL,Tekla Life Sciences Investors,Financial,Closed-End Fund - Equity,USA,377.99,,,,236.24,1.02,,,8.54%,,-5.97,-56.20%,,34.50%,,-6.20%,-248.30%,40.00%,Tekla Life Sciences Investors,Closed-End Fund - Equity,20.12,,,12.10%,11.11%,0.01%,0.01,,,-1.00%,,,0,0,,,,2.29%,6.06%,1.80%,Closed-End Fund - Equity,USA,21.05%,10.30%,1.57,0.27,1.45%,1.37%,3.85%,5.95%,5.61%,-1.52%,13.51%,-4.11%,23.81%,66.13,0.27%,-0.48%,,104.59,0.88,18.74,-0.21%,92544,
3087,HQY,"HealthEquity, Inc.",Technology,Healthcare Information Services,USA,2581.36,100.3,76.48,3.09,15.42,9.98,15.58,129.07,,0.00%,0.43,21.40%,33.97%,,32.50%,,45.00%,41.80%,"HealthEquity, Inc.",Healthcare Information Services,57.31,1.20%,-91.53%,93.30%,-0.26%,4.89%,5.26,10.50%,11.10%,8.50%,17.8,17.7,0,0,60.10%,23.60%,15.20%,-1.79%,-10.81%,7.07%,Healthcare Information Services,USA,121.12%,5.70%,,1.57,2.44%,3.63%,-6.33%,-2.30%,22.18%,-13.04%,9.40%,-13.04%,136.89%,39.85,-1.20%,-0.30%,1.8,532.3,0.91,42.83,-1.49%,484599,2/6/2017 16:30
3088,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,3585.23,40.56,53.16,4.06,8.71,2.15,663.93,,3.87%,156.20%,0.76,33.10%,8.77%,47.30%,10.00%,8.10%,136.30%,6.80%,Healthcare Realty Trust Incorporated,REIT - Healthcare Facilities,112.9,1.00%,11.73%,,-0.66%,1.97%,3.43,2.90%,5.80%,3.50%,,,0.76,0.76,64.40%,24.70%,20.80%,1.54%,3.70%,8.64%,REIT - Healthcare Facilities,USA,12.64%,3.23%,0.31,0.49,2.06%,1.52%,2.90%,3.46%,-2.21%,-0.80%,9.32%,-12.83%,18.67%,62.72,-0.42%,0.58%,2.5,648.61,1.36,30.99,0.16%,884697,2/15/2017 16:30
3089,HRB,"H&R Block, Inc.",Services,Personal Services,USA,4258.29,13.66,11.82,1.37,1.41,,,36.74,4.29%,53.90%,1.5,-13.00%,6.57%,3.80%,10.00%,0.60%,-24.30%,2.30%,"H&R Block, Inc.",Personal Services,201.45,0.40%,0.56%,94.80%,-6.94%,8.41%,6.52,14.00%,-109.60%,29.40%,1.6,1.6,,,46.90%,21.40%,11.50%,-2.57%,-11.86%,-6.81%,Personal Services,USA,-37.36%,-10.79%,0.55,0.44,2.17%,2.11%,-5.48%,-9.60%,-8.35%,-14.61%,0.29%,-39.46%,10.12%,24.36,0.05%,-0.29%,2.9,2598.01,1.7,20.51,-0.24%,4405050,3/7/2017 16:30
